Device Name;Region;Type;Famille;Produit;Edition;Version
Device 14832;US;Desktop;Office;Project;Standard;2013
Device 14833;US;Desktop;Office;Visio;Standard;2013
Device 14833;US;Desktop;Office;Office;Standard;2007
Device 14834;US;Desktop;Office;Office;Standard;2013
Device 14835;US;Desktop;Office;Office;Standard;2007
Device 14835;US;Desktop;Office;Project;Standard;2007
Device 14836;US;Desktop;Office;Project;Standard;2013
Device 14836;US;Desktop;Office;Office;Standard;2013
Device 14836;US;Desktop;Office;Visio;Standard;2013
Device 14837;US;Desktop;Office;Office;Standard;2007
Device 14837;US;Desktop;Office;Project;Standard;2013
Device 14838;US;Desktop;Office;Office;Standard;2013
Device 14839;US;Desktop;Office;Office;Standard;2007
Device 14840;US;Desktop;Office;Office;Standard;2013
Device 14841;US;Desktop;Office;Office;Standard;2007
Device 14842;US;Desktop;Office;Office;Standard;2013
Device 14843;US;Desktop;Office;Office;Standard;2013
Device 14844;US;Desktop;Office;Office;Standard;2013
Device 14845;US;Desktop;Office;Office;Standard;2013
Device 14846;US;Desktop;Office;Office;Standard;2013
Device 14847;US;Desktop;Office;Office;Standard;2013
Device 14848;US;Desktop;Office;Office;Standard;2013
Device 14849;US;Desktop;Office;Office;Standard;2013
Device 14850;US;Desktop;Office;Office;Standard;2013
Device 14851;US;Desktop;Office;Office;Standard;2013
Device 14852;US;Desktop;Office;Office;Standard;2013
Device 14853;US;Desktop;Office;Office;Standard;2013
Device 14854;US;Desktop;Office;Office;Standard;2013
Device 14855;US;Desktop;Office;Office;Standard;2013
Device 14856;US;Desktop;Office;Office;Standard;2013
Device 14857;US;Desktop;Office;Office;Standard;2013
Device 14858;US;Desktop;Office;Office;Standard;2013
Device 14859;US;Desktop;Office;Office;Standard;2013
Device 14859;US;Desktop;Office;Visio;Standard;2013
Device 14860;US;Desktop;Office;Office;Standard;2013
Device 14861;US;Desktop;Office;Visio;Standard;2013
Device 14861;US;Desktop;Office;Office;Standard;2013
Device 14862;US;Desktop;Office;Office;Standard;2013
Device 14863;US;Desktop;Office;Office;Standard;2013
Device 14864;US;Desktop;Office;Office;Standard;2013
Device 14865;US;Desktop;Office;Office;Standard;2013
Device 14866;US;Desktop;Office;Office;Standard;2013
Device 14867;US;Desktop;Office;Office;Standard;2013
Device 14868;US;Desktop;Office;Office;Standard;2013
Device 14868;US;Desktop;Office;Visio;Standard;2013
Device 14869;US;Desktop;Office;Office;Standard;2013
Device 14869;US;Desktop;Office;Visio;Standard;2013
Device 14870;US;Desktop;Office;Project;Standard;2013
Device 14870;US;Desktop;Office;Visio;Standard;2013
Device 14870;US;Desktop;Office;Office;Standard;2013
Device 14871;US;Desktop;Office;Office;Standard;2013
Device 14872;US;Desktop;Office;Office;Standard;2013
Device 14873;US;Desktop;Office;Office;Standard;2013
Device 14874;US;Desktop;Office;Office;Standard;2013
Device 14875;US;Desktop;Office;Project;Standard;2013
Device 14875;US;Desktop;Office;Office;Standard;2013
Device 14876;US;Desktop;Office;Office;Standard;2013
Device 14876;US;Desktop;Office;Visio;Standard;2013
Device 14877;US;Desktop;Office;Office;Standard;2013
Device 14878;US;Desktop;Office;Office;Standard;2013
Device 14879;US;Desktop;Office;Office;Standard;2013
Device 14879;US;Desktop;Office;Visio;Standard;2013
Device 14880;US;Desktop;Office;Office;Standard;2013
Device 14881;US;Desktop;Office;Project;Standard;2013
Device 14881;US;Desktop;Office;Visio;Standard;2013
Device 14881;US;Desktop;Office;Office;Standard;2013
Device 14882;US;Desktop;Office;Office;Standard;2013
Device 14883;US;Desktop;Office;Office;Standard;2013
Device 14884;US;Desktop;Office;Office;Standard;2013
Device 14885;US;Desktop;Office;Office;Standard;2013
Device 14886;US;Desktop;Office;Office;Standard;2013
Device 14887;US;Desktop;Office;Office;Standard;2013
Device 14888;US;Desktop;Office;Visio;Standard;2013
Device 14888;US;Desktop;Office;Office;Standard;2013
Device 14889;US;Desktop;Office;Office;Standard;2013
Device 14890;US;Desktop;Office;Office;Standard;2013
Device 14891;US;Desktop;Office;Office;Standard;2013
Device 14892;US;Desktop;Office;Office;Standard;2013
Device 14892;US;Desktop;Office;Visio;Standard;2013
Device 14893;US;Desktop;Office;Office;Standard;2013
Device 14894;US;Desktop;Office;Project;Standard;2013
Device 14894;US;Desktop;Office;Visio;Standard;2013
Device 14894;US;Desktop;Office;Office;Standard;2013
Device 14895;US;Desktop;Office;Office;Standard;2013
Device 14895;US;Desktop;Office;Visio;Standard;2013
Device 14896;US;Desktop;Office;Office;Standard;2013
Device 14896;US;Desktop;Office;Visio;Standard;2013
Device 14897;US;Desktop;Office;Office;Standard;2013
Device 14898;US;Desktop;Office;Project;Standard;2013
Device 14898;US;Desktop;Office;Visio;Standard;2013
Device 14898;US;Desktop;Office;Office;Standard;2013
Device 14899;US;Desktop;Office;Office;Standard;2013
Device 14900;US;Desktop;Office;Office;Standard;2013
Device 14901;US;Desktop;Office;Office;Standard;2013
Device 14902;US;Desktop;Office;Office;Standard;2013
Device 14903;US;Desktop;Office;Office;Standard;2013
Device 14904;US;Desktop;Office;Office;Standard;2013
Device 14905;US;Desktop;Office;Office;Standard;2013
Device 14906;US;Desktop;Office;Office;Standard;2013
Device 14907;US;Desktop;Office;Office;Standard;2013
Device 14908;US;Desktop;Office;Office;Standard;2013
Device 14909;US;Desktop;Office;Office;Standard;2013
Device 14910;US;Desktop;Office;Project;Standard;2013
Device 14910;US;Desktop;Office;Visio;Standard;2013
Device 14910;US;Desktop;Office;Office;Standard;2013
Device 14911;US;Desktop;Office;Office;Standard;2013
Device 14912;US;Desktop;Office;Office;Standard;2013
Device 14913;US;Desktop;Office;Office;Standard;2013
Device 14914;US;Desktop;Office;Office;Standard;2013
Device 14915;US;Desktop;Office;Office;Standard;2013
Device 14916;US;Desktop;Office;Office;Standard;2013
Device 14917;US;Desktop;Office;Office;Standard;2013
Device 14917;US;Desktop;Office;Visio;Standard;2013
Device 14918;US;Desktop;Office;Office;Standard;2013
Device 14919;US;Desktop;Office;Office;Standard;2013
Device 14920;US;Desktop;Office;Office;Standard;2013
Device 14921;US;Desktop;Office;Office;Standard;2013
Device 14922;US;Desktop;Office;Office;Standard;2013
Device 14922;US;Desktop;Office;Visio;Standard;2013
Device 14923;US;Desktop;Office;Office;Standard;2013
Device 14924;US;Desktop;Office;Office;Standard;2013
Device 14925;US;Desktop;Office;Office;Standard;2013
Device 14926;US;Desktop;Office;Office;Standard;2013
Device 14927;US;Desktop;Office;Office;Standard;2013
Device 14928;US;Desktop;Office;Office;Standard;2013
Device 14929;US;Desktop;Office;Office;Standard;2013
Device 14929;US;Desktop;Office;Visio;Standard;2013
Device 14930;US;Desktop;Office;Office;Standard;2013
Device 14931;US;Desktop;Office;Office;Standard;2013
Device 14932;US;Desktop;Office;Office;Standard;2013
Device 14933;US;Desktop;Office;Office;Standard;2013
Device 14934;US;Desktop;Office;Office;Standard;2013
Device 14935;US;Desktop;Office;Office;Standard;2013
Device 14936;US;Desktop;Office;Office;Standard;2013
Device 14937;US;Desktop;Office;Office;Standard;2013
Device 14938;US;Desktop;Office;Office;Standard;2013
Device 14939;US;Desktop;Office;Office;Standard;2013
Device 14939;US;Desktop;Office;Visio;Standard;2013
Device 14940;US;Desktop;Office;Office;Standard;2013
Device 14940;US;Desktop;Office;Visio;Standard;2013
Device 14941;US;Desktop;Office;Visio;Standard;2007
Device 14941;US;Desktop;Office;Office;Standard;2013
Device 14941;US;Desktop;Office;Office Language;;2007
Device 14942;US;Desktop;Office;Office;Standard;2013
Device 14943;US;Desktop;Office;Office;Standard;2013
Device 14944;US;Desktop;Office;Office;Standard;2013
Device 14945;US;Desktop;Office;Office;Standard;2013
Device 14946;US;Desktop;Office;Office;Standard;2013
Device 14947;US;Desktop;Office;Office;Standard;2013
Device 14948;US;Desktop;Office;Office;Standard;2013
Device 14949;US;Desktop;Office;Office;Standard;2013
Device 14950;US;Desktop;Office;Office;Standard;2013
Device 14951;US;Desktop;Office;Office;Standard;2013
Device 14952;US;Desktop;Office;Office;Standard;2013
Device 14953;US;Desktop;Office;Office;Standard;2013
Device 14954;US;Desktop;Office;Office;Standard;2013
Device 14955;US;Desktop;Office;Office;Standard;2013
Device 14956;US;Desktop;Office;Office;Standard;2013
Device 14957;US;Desktop;Office;Office;Standard;2013
Device 14958;US;Desktop;Office;Office;Standard;2013
Device 14958;US;Desktop;Office;Visio;Standard;2013
Device 14959;US;Desktop;Office;Project;Standard;2013
Device 14959;US;Desktop;Office;Office;Standard;2013
Device 14960;US;Desktop;Office;Office;Standard;2013
Device 14960;US;Desktop;Office;Office Language;;2007
Device 14960;US;Desktop;Office;Project;Standard;2013
Device 14961;US;Desktop;Office;Office;Standard;2013
Device 14962;US;Desktop;Office;Office Language;;2007
Device 14962;US;Desktop;Office;Office;Standard;2007
Device 14963;US;Desktop;Office;Office;Standard;2013
Device 14964;US;Desktop;Office;Office;Standard;2013
Device 14965;US;Desktop;Office;Project;Standard;2013
Device 14965;US;Desktop;Office;Visio;Standard;2013
Device 14965;US;Desktop;Office;Office;Standard;2013
Device 14966;US;Desktop;Office;Office;Standard;2013
Device 14967;US;Desktop;Office;Office;Standard;2013
Device 14968;US;Desktop;Office;Office;Standard;2013
Device 14969;US;Desktop;Office;Office;Standard;2013
Device 14970;US;Desktop;Office;Office;Standard;2013
Device 14971;US;Desktop;Office;Office;Standard;2013
Device 14972;US;Desktop;Office;Office;Standard;2013
Device 14973;US;Desktop;Office;Project;Standard;2007
Device 14973;US;Desktop;Office;Office;Standard;2013
Device 14973;US;Desktop;Office;Office Language;;2007
Device 14974;US;Desktop;Office;Office;Standard;2013
Device 14974;US;Desktop;Office;Visio;Standard;2013
Device 14975;US;Desktop;Office;Project;Standard;2013
Device 14975;US;Desktop;Office;Office;Standard;2013
Device 14976;US;Desktop;Office;Visio;Standard;2013
Device 14976;US;Desktop;Office;Office;Standard;2013
Device 14977;US;Desktop;Office;Office;Standard;2013
Device 14978;US;Desktop;Office;Office;Standard;2013
Device 14978;US;Desktop;Office;Project;Standard;2013
Device 14979;US;Desktop;Office;Office;Standard;2013
Device 14980;US;Desktop;Office;Office;Standard;2007
Device 14980;US;Desktop;Office;Office Language;;2007
Device 14981;US;Desktop;Office;Office;Standard;2013
Device 14982;US;Desktop;Office;Office;Standard;2013
Device 14983;US;Desktop;Office;Office Language;;2007
Device 14983;US;Desktop;Office;Office;Standard;2007
Device 14984;US;Desktop;Office;Office;Standard;2013
Device 14985;US;Desktop;Office;Office;Standard;2013
Device 14986;US;Desktop;Office;Office;Standard;2013
Device 14987;US;Desktop;Office;Office;Standard;2007
Device 14987;US;Desktop;Office;Project;Standard;2013
Device 14987;US;Desktop;Office;Visio;Standard;2013
Device 14987;US;Desktop;Office;Office Language;;2007
Device 14988;US;Desktop;Office;Office;Standard;2013
Device 14989;US;Desktop;Office;Office;Standard;2013
Device 14990;US;Desktop;Office;Office;Standard;2013
Device 14991;US;Desktop;Office;Office Language;;2007
Device 14991;US;Desktop;Office;Project;Standard;2013
Device 14991;US;Desktop;Office;Office;Standard;2007
Device 14992;US;Desktop;Office;Office;Standard;2013
Device 14993;US;Desktop;Office;Visio;Standard;2013
Device 14993;US;Desktop;Office;Office;Standard;2013
Device 14994;US;Desktop;Office;Project;Standard;2013
Device 14994;US;Desktop;Office;Office;Standard;2013
Device 14995;US;Desktop;Office;Office;Standard;2013
Device 14996;US;Desktop;Office;Office;Standard;2007
Device 14997;US;Desktop;Office;Office;Standard;2013
Device 14998;US;Desktop;Office;Office Language;;2007
Device 14998;US;Desktop;Office;Office;Standard;2007
Device 14999;US;Desktop;Office;Office;Standard;2013
Device 15000;US;Desktop;Office;Office;Standard;2007
Device 15000;US;Desktop;Office;Office Language;;2007
Device 15001;US;Desktop;Office;Office;Standard;2013
Device 15002;US;Desktop;Office;Office;Standard;2013
Device 15003;US;Desktop;Office;Office;Standard;2013
Device 15004;US;Desktop;Office;Office;Standard;2013
Device 15004;US;Desktop;Office;Office Language;;2007
Device 15005;US;Desktop;Office;Office;Standard;2013
Device 15006;US;Desktop;Office;Project;Standard;2013
Device 15006;US;Desktop;Office;Visio;Standard;2013
Device 15006;US;Desktop;Office;Office;Standard;2013
Device 15007;US;Desktop;Office;Office;Standard;2013
Device 15008;US;Desktop;Office;Office;Standard;2013
Device 15009;US;Desktop;Office;Office;Standard;2013
Device 15009;US;Desktop;Office;Office Language;;2007
Device 15010;US;Desktop;Office;Visio;Premium;2010
Device 15010;US;Desktop;Office;Office;Standard;2013
Device 15011;US;Desktop;Office;Office;Standard;2013
Device 15011;US;Desktop;Office;Visio;Standard;2013
Device 15012;US;Desktop;Office;Office;Standard;2013
Device 15013;US;Desktop;Office;Project;Standard;2013
Device 15013;US;Desktop;Office;Office;Standard;2013
Device 15014;US;Desktop;Office;Office;Standard;2013
Device 15015;US;Desktop;Office;Office;Standard;2013
Device 15016;US;Desktop;Office;Project;Standard;2013
Device 15016;US;Desktop;Office;Office;Standard;2013
Device 15017;US;Desktop;Office;Office;Standard;2013
Device 15017;US;Desktop;Office;Visio;Standard;2013
Device 15018;US;Desktop;Office;Office;Standard;2013
Device 15019;US;Desktop;Office;Office;Standard;2013
Device 15019;US;Desktop;Office;Visio;Standard;2013
Device 15020;US;Desktop;Office;Office;Standard;2013
Device 15021;US;Desktop;Office;Office;Standard;2013
Device 15022;US;Desktop;Office;Office;Standard;2013
Device 15023;US;Desktop;Office;Office;Standard;2013
Device 15024;US;Desktop;Office;Office;Standard;2013
Device 15025;US;Desktop;Office;Visio;Standard;2013
Device 15025;US;Desktop;Office;Office;Standard;2013
Device 15025;US;Desktop;Office;Project;Standard;2013
Device 15026;US;Desktop;Office;Office Language;;2007
Device 15026;US;Desktop;Office;Office;Standard;2013
Device 15026;US;Desktop;Office;Office;Standard;2007
Device 15027;US;Desktop;Office;Office;Standard;2013
Device 15028;US;Desktop;Office;Office;Standard;2013
Device 15028;US;Desktop;Office;Project;Standard;2010
Device 15029;US;Desktop;Office;Office;Standard;2007
Device 15030;US;Desktop;Office;Office;Standard;2007
Device 15031;US;Desktop;Office;Office;Standard;2013
Device 15032;US;Desktop;Office;Office;Standard;2007
Device 15032;US;Desktop;Office;Office Language;;2007
Device 15033;US;Desktop;Office;Office;Standard;2013
Device 15033;US;Desktop;Office;Visio;Standard;2013
Device 15033;US;Desktop;Office;Project;Professional;2016
Device 15033;US;Desktop;Office;Access;;2003
Device 15033;US;Desktop;Skype;Skype for Business;;2016
Device 15034;US;Desktop;Office;Office;Standard;2013
Device 15034;US;Desktop;Office;Project;Standard;2013
Device 15034;US;Desktop;Office;Visio;Standard;2013
Device 15035;US;Desktop;Office;Visio;Standard;2013
Device 15035;US;Desktop;Office;Office;Standard;2013
Device 15035;US;Desktop;Office;Project;Standard;2013
Device 15036;US;Desktop;Office;Office;Standard;2013
Device 15037;US;Desktop;Office;Office;Standard;2013
Device 15038;US;Desktop;Office;Office;Standard;2013
Device 15039;US;Desktop;Office;Visio;Standard;2013
Device 15039;US;Desktop;Office;Office;Standard;2013
Device 15040;US;Desktop;Office;Office;Standard;2013
Device 15041;US;Desktop;Office;Office;Standard;2007
Device 15041;US;Desktop;Office;Office Language;;2007
Device 15042;US;Desktop;Office;Office;Standard;2013
Device 15043;US;Desktop;Office;Office;Standard;2013
Device 15044;US;Desktop;Office;Office;Standard;2007
Device 15044;US;Desktop;Office;Office Language;;2007
Device 15045;US;Desktop;Office;Project;Standard;2013
Device 15045;US;Desktop;Office;Visio;Standard;2013
Device 15045;US;Desktop;Office;Office;Standard;2013
Device 15046;US;Desktop;Office;Office Language;;2007
Device 15046;US;Desktop;Office;Office;Standard;2007
Device 15047;US;Desktop;Office;Office;Standard;2013
Device 15048;US;Desktop;Office;Office;Standard;2013
Device 15049;US;Desktop;Office;Office;Standard;2010
Device 15050;US;Desktop;Office;Office;Standard;2013
Device 15051;US;Desktop;Office;Office Language;;2007
Device 15051;US;Desktop;Office;Project;Standard;2013
Device 15051;US;Desktop;Office;Office;Standard;2013
Device 15052;US;Desktop;Office;Office Language;;2007
Device 15052;US;Desktop;Office;Office;Standard;2013
Device 15052;US;Desktop;Office;Office;Standard;2007
Device 15053;US;Desktop;Office;Office Language;;2007
Device 15053;US;Desktop;Office;Office;Standard;2007
Device 15054;US;Desktop;Office;Visio;Standard;2013
Device 15054;US;Desktop;Office;Project;Standard;2013
Device 15054;US;Desktop;Office;Office;Standard;2013
Device 15055;US;Desktop;Office;Office;Standard;2013
Device 15056;US;Desktop;Office;Office;Standard;2013
Device 15057;US;Desktop;Office;Project;Standard;2010
Device 15057;US;Desktop;Office;Office;Standard;2007
Device 15058;US;Desktop;Office;Office;Standard;2013
Device 15059;US;Desktop;Office;Office;Standard;2013
Device 15060;US;Desktop;Office;Office;Standard;2013
Device 15061;US;Desktop;Office;Office;Standard;2013
Device 15061;US;Desktop;Office;Project;Standard;2007
Device 15062;US;Desktop;Office;Office;Standard;2013
Device 15063;US;Desktop;Office;Office;Standard;2013
Device 15064;US;Desktop;Office;Office;Standard;2013
Device 15065;US;Desktop;Office;Project;Standard;2007
Device 15065;US;Desktop;Office;Office;Standard;2007
Device 15065;US;Desktop;Office;Office Language;;2007
Device 15066;US;Desktop;Office;Office;Standard;2013
Device 15067;US;Desktop;Office;Office;Standard;2007
Device 15067;US;Desktop;Office;Visio;Standard;2007
Device 15067;US;Desktop;Office;Office Language;;2007
Device 15067;US;Desktop;Office;Project;Standard;2013
Device 15068;US;Desktop;Office;Office;Standard;2013
Device 15069;US;Desktop;Office;Office;Standard;2013
Device 15070;US;Desktop;Office;Office;Standard;2013
Device 15071;US;Desktop;Office;Office;Standard;2013
Device 15071;US;Desktop;Office;Project;Standard;2013
Device 15072;US;Desktop;Office;Office;Standard;2007
Device 15073;US;Desktop;Office;Office;Standard;2013
Device 15074;US;Desktop;Office;Office;Standard;2013
Device 15075;US;Desktop;Office;Office Language;;2007
Device 15075;US;Desktop;Office;Office;Standard;2007
Device 15075;US;Desktop;Office;Project;Standard;2013
Device 15076;US;Desktop;Office;Project;Standard;2013
Device 15076;US;Desktop;Office;Visio;Standard;2013
Device 15076;US;Desktop;Office;Office;Standard;2013
Device 15077;US;Desktop;Office;Office;Standard;2013
Device 15078;US;Desktop;Office;Visio;Standard;2013
Device 15078;US;Desktop;Office;Office;Standard;2013
Device 15079;US;Desktop;Office;Office;Standard;2013
Device 15080;US;Desktop;Office;Office;Standard;2013
Device 15081;US;Desktop;Office;Project;Standard;2013
Device 15081;US;Desktop;Office;Office;Standard;2013
Device 15082;US;Desktop;Office;Office;Standard;2013
Device 15083;US;Desktop;Office;Office;Standard;2013
Device 15084;US;Desktop;Office;Office;Standard;2013
Device 15085;US;Desktop;Office;Office;Standard;2013
Device 15086;US;Desktop;Office;Project;Standard;2013
Device 15086;US;Desktop;Office;Office;Standard;2013
Device 15087;US;Desktop;Office;Office;Standard;2013
Device 15088;US;Desktop;Office;Office;Standard;2013
Device 15089;US;Desktop;Office;Office;Standard;2007
Device 15089;US;Desktop;Office;Office Language;;2007
Device 15089;US;Desktop;Office;Project;Standard;2007
Device 15090;US;Desktop;Office;Office;Standard;2013
Device 15091;US;Desktop;Office;Office;Standard;2013
Device 15092;US;Desktop;Office;Office;Standard;2013
Device 15093;US;Desktop;Office;Office;Standard;2007
Device 15093;US;Desktop;Office;Project;Standard;2007
Device 15093;US;Desktop;Office;Visio;Standard;2007
Device 15094;US;Desktop;Office;Office;Standard;2013
Device 15095;US;Desktop;Office;Office;Standard;2013
Device 15096;US;Desktop;Office;Office Language;;2007
Device 15096;US;Desktop;Office;Office;Standard;2007
Device 15097;US;Desktop;Office;Project;Standard;2013
Device 15097;US;Desktop;Office;Office;Standard;2013
Device 15097;US;Desktop;Office;Visio;Standard;2013
Device 15098;US;Desktop;Office;Visio;Premium;2010
Device 15098;US;Desktop;Office;Office;Standard;2013
Device 15099;US;Desktop;Office;Project;Standard;2013
Device 15099;US;Desktop;Office;Office;Standard;2013
Device 15100;US;Desktop;Office;Office;Standard;2007
Device 15101;US;Desktop;Office;Visio;Standard;2013
Device 15101;US;Desktop;Office;Project;Standard;2013
Device 15101;US;Desktop;Office;Office;Standard;2013
Device 15102;US;Desktop;Office;Office;Standard;2013
Device 15103;US;Desktop;Office;Office;Standard;2013
Device 15104;US;Desktop;Office;Office;Standard;2013
Device 15104;US;Desktop;Office;Project;Standard;2013
Device 15105;US;Desktop;Office;Office;Standard;2013
Device 15106;US;Desktop;Office;Office;Standard;2007
Device 15106;US;Desktop;Office;Office Language;;2007
Device 15107;US;Desktop;Office;Office;Standard;2007
Device 15108;US;Desktop;Office;Office;Standard;2013
Device 15109;US;Desktop;Office;Project;Standard;2013
Device 15109;US;Desktop;Office;Office;Standard;2013
Device 15110;US;Desktop;Office;Office Language;;2007
Device 15110;US;Desktop;Office;Office;Standard;2007
Device 15111;US;Desktop;Office;Office Language;;2007
Device 15111;US;Desktop;Office;Office;Standard;2007
Device 15112;US;Desktop;Office;Office;Standard;2007
Device 15113;US;Desktop;Office;Office;Standard;2013
Device 15114;US;Desktop;Office;Office;Standard;2007
Device 15115;US;Desktop;Office;Office;Standard;2013
Device 15115;US;Desktop;Office;Project;Standard;2013
Device 15116;US;Desktop;Office;Office;Standard;2013
Device 15117;US;Desktop;Office;Office;Standard;2007
Device 15118;US;Desktop;Office;Office;Standard;2013
Device 15119;US;Desktop;Office;Visio;Standard;2013
Device 15119;US;Desktop;Office;Project;Standard;2013
Device 15119;US;Desktop;Office;Office;Standard;2013
Device 15120;US;Desktop;Office;Office Language;;2007
Device 15120;US;Desktop;Office;Office;Standard;2007
Device 15121;US;Desktop;Office;Office;Standard;2013
Device 15121;US;Desktop;Office;Office Language;;2007
Device 15122;US;Desktop;Office;Visio;Standard;2013
Device 15122;US;Desktop;Office;Office;Standard;2013
Device 15123;US;Desktop;Office;Office;Standard;2013
Device 15124;US;Desktop;Office;Office;Standard;2013
Device 15125;US;Desktop;Office;Visio;Standard;2013
Device 15125;US;Desktop;Office;Project;Standard;2013
Device 15125;US;Desktop;Office;Office;Standard;2013
Device 15126;US;Desktop;Office;Project;Standard;2013
Device 15126;US;Desktop;Office;Office;Standard;2013
Device 15126;US;Desktop;Office;Visio;Standard;2013
Device 15127;US;Desktop;Office;Office Language;;2007
Device 15127;US;Desktop;Office;Visio;Standard;2007
Device 15127;US;Desktop;Office;Office;Standard;2007
Device 15128;US;Desktop;Office;Office;Standard;2013
Device 15129;US;Desktop;Office;Office;Standard;2007
Device 15129;US;Desktop;Office;Office Language;;2007
Device 15130;US;Desktop;Office;Office;Standard;2007
Device 15131;US;Desktop;Office;Office Language;;2007
Device 15131;US;Desktop;Office;Office;Standard;2007
Device 15132;US;Desktop;Office;Visio;Standard;2007
Device 15132;US;Desktop;Office;Office;Standard;2007
Device 15132;US;Desktop;Office;Project;Standard;2013
Device 15133;US;Desktop;Office;Office;Standard;2013
Device 15134;US;Desktop;Office;Office;Standard;2013
Device 15135;US;Desktop;Office;Office;Professional Plus;2013
Device 15135;US;Desktop;Office;Visio;Standard;2013
Device 15135;US;Desktop;Office;Office;Standard;2016
Device 15135;US;Desktop;Skype;Skype for Business;;2016
Device 15136;US;Desktop;Office;Office;Standard;2013
Device 15137;US;Desktop;Office;Office;Standard;2013
Device 15137;US;Desktop;Office;Project;Standard;2013
Device 15137;US;Desktop;Office;Visio;Standard;2013
Device 15138;US;Desktop;Office;Project;Standard;2013
Device 15138;US;Desktop;Office;Office;Standard;2007
Device 15139;US;Desktop;Office;Office;Standard;2013
Device 15140;US;Desktop;Office;Office;Standard;2007
Device 15140;US;Desktop;Office;Office Language;;2007
Device 15141;US;Desktop;Office;Office;Standard;2013
Device 15142;US;Desktop;Office;Project;Standard;2013
Device 15142;US;Desktop;Office;Visio;Standard;2013
Device 15142;US;Desktop;Office;Office;Standard;2013
Device 15143;US;Desktop;Office;Office;Standard;2007
Device 15144;US;Desktop;Office;Visio;Standard;2013
Device 15144;US;Desktop;Office;Project;Standard;2013
Device 15144;US;Desktop;Office;Office;Standard;2013
Device 15145;US;Desktop;Office;Office;Standard;2007
Device 15145;US;Desktop;Office;Office Language;;2007
Device 15146;US;Desktop;Office;Office;Standard;2013
Device 15147;US;Desktop;Office;Office;Standard;2007
Device 15147;US;Desktop;Office;Office Language;;2007
Device 15148;US;Desktop;Office;Office;Standard;2013
Device 15149;US;Desktop;Office;Office;Professional Plus;2016
Device 15150;US;Desktop;Office;Office;Standard;2013
Device 15151;US;Desktop;Office;Office;Standard;2013
Device 15151;US;Desktop;Office;Visio;Standard;2013
Device 15152;US;Desktop;Office;Office;Standard;2007
Device 15152;US;Desktop;Office;Office Language;;2007
Device 15153;US;Desktop;Office;Office;Standard;2013
Device 15153;US;Desktop;Office;Visio;Standard;2013
Device 15153;US;Desktop;Office;Project;Standard;2010
Device 15154;US;Desktop;Office;Office;Standard;2013
Device 15155;US;Desktop;Office;Office Language;;2007
Device 15155;US;Desktop;Office;Office;Standard;2007
Device 15156;US;Desktop;Office;Office;Standard;2013
Device 15156;US;Desktop;Office;Visio;Standard;2007
Device 15157;US;Desktop;Office;Office;Standard;2007
Device 15158;US;Desktop;Office;Office;Standard;2013
Device 15159;US;Desktop;Office;Office;Standard;2007
Device 15160;US;Desktop;Office;Visio;Standard;2013
Device 15160;US;Desktop;Office;Office;Standard;2007
Device 15160;US;Desktop;Office;Office Language;;2007
Device 15160;US;Desktop;Office;Project;Standard;2007
Device 15161;US;Desktop;Office;Visio;Standard;2007
Device 15161;US;Desktop;Office;Office Language;;2007
Device 15161;US;Desktop;Office;Office;Standard;2007
Device 15162;US;Desktop;Office;Office;Standard;2013
Device 15163;US;Desktop;Office;Office;Standard;2007
Device 15164;US;Desktop;Office;Office;Standard;2007
Device 15164;US;Desktop;Office;Office Language;;2007
Device 15165;US;Desktop;Office;Office;Standard;2013
Device 15166;US;Desktop;Office;Project;Standard;2013
Device 15166;US;Desktop;Office;Office;Standard;2013
Device 15166;US;Desktop;Office;Visio;Standard;2013
Device 15167;US;Desktop;Office;Office;Standard;2007
Device 15167;US;Desktop;Office;Project;Standard;2007
Device 15167;US;Desktop;Office;Office Language;;2007
Device 15168;US;Desktop;Office;Office;Standard;2007
Device 15168;US;Desktop;Office;Office Language;;2007
Device 15169;US;Desktop;Office;Office;Standard;2013
Device 15170;US;Desktop;Office;Office;Standard;2013
Device 15170;US;Desktop;Office;Project;Standard;2013
Device 15171;US;Desktop;Office;Office;Standard;2013
Device 15172;US;Desktop;Office;Office;Standard;2013
Device 15173;US;Desktop;Office;Office;Standard;2007
Device 15174;US;Desktop;Office;Office;Standard;2013
Device 15175;US;Desktop;Office;Office;Standard;2007
Device 15176;US;Desktop;Office;Office;Standard;2007
Device 15177;US;Desktop;Office;Office;Standard;2013
Device 15178;US;Desktop;Office;Office;Standard;2013
Device 15178;US;Desktop;Office;Visio;Standard;2013
Device 15179;US;Desktop;Office;Office Language;;2007
Device 15179;US;Desktop;Office;Office;Standard;2013
Device 15180;US;Desktop;Office;Office;Standard;2013
Device 15181;US;Desktop;Office;Office;Standard;2013
Device 15182;US;Desktop;Office;Office;Standard;2007
Device 15182;US;Desktop;Office;Office Language;;2007
Device 15183;US;Desktop;Office;Office;Standard;2013
Device 15184;US;Desktop;Office;Office;Standard;2007
Device 15184;US;Desktop;Office;Office Language;;2007
Device 15185;US;Desktop;Office;Office;Standard;2013
Device 15186;US;Desktop;Office;Office;Standard;2013
Device 15187;US;Desktop;Office;Office;Standard;2013
Device 15188;US;Desktop;Office;Office;Standard;2013
Device 15189;US;Desktop;Office;Office;Standard;2007
Device 15190;US;Desktop;Office;Office;Standard;2007
Device 15191;US;Desktop;Office;Office;Standard;2007
