Device Name;Region;Type;Famille;Produit;Edition;Version
Device 2716;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2717;EMEA;Desktop;Office;Office;Standard;2010
Device 2718;EMEA;Desktop;Office;Office;Standard;2010
Device 2719;EMEA;Desktop;Office;Office;Standard;2010
Device 2720;EMEA;Desktop;Office;Office;Standard;2010
Device 2721;EMEA;Desktop;Office;Office;Standard;2010
Device 2721;EMEA;Desktop;Office;Project;Standard;2013
Device 2721;EMEA;Desktop;Office;Visio;Standard;2010
Device 2722;EMEA;Desktop;Office;Office;Standard;2010
Device 2723;EMEA;Desktop;Office;Office;Standard;2010
Device 2723;EMEA;Desktop;Office;Visio;Standard;2010
Device 2724;EMEA;Desktop;Office;Office;Standard;2010
Device 2725;EMEA;Desktop;Office;Office;Standard;2010
Device 2726;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2727;EMEA;Desktop;Office;Office;Standard;2010
Device 2728;EMEA;Desktop;Office;Office;Standard;2010
Device 2729;EMEA;Desktop;Office;Office;Standard;2010
Device 2730;EMEA;Desktop;Office;Office;Standard;2010
Device 2731;EMEA;Desktop;Office;Office;Standard;2010
Device 2732;EMEA;Desktop;Office;Office;Standard;2010
Device 2732;EMEA;Desktop;Office;Visio;Standard;2010
Device 2732;EMEA;Desktop;Office;Project;Standard;2013
Device 2733;EMEA;Desktop;Office;Office;Standard;2010
Device 2734;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2734;EMEA;Desktop;Office;Visio;Standard;2010
Device 2735;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2735;EMEA;Desktop;Office;Project;Standard;2013
Device 2736;EMEA;Desktop;Office;Office;Standard;2010
Device 2736;EMEA;Desktop;Office;Project;Professional;2013
Device 2737;EMEA;Desktop;Office;Office;Standard;2010
Device 2738;EMEA;Desktop;Office;Office;Standard;2010
Device 2738;EMEA;Desktop;Office;Project;Standard;2013
Device 2739;EMEA;Desktop;Office;Office;Standard;2010
Device 2740;EMEA;Desktop;Office;Office;Standard;2010
Device 2741;EMEA;Desktop;Office;Office;Standard;2010
Device 2742;EMEA;Desktop;Office;Office;Standard;2010
Device 2743;EMEA;Desktop;Office;Office;Standard;2010
Device 2744;EMEA;Desktop;Office;Office;Standard;2010
Device 2745;EMEA;Desktop;Office;Office;Standard;2010
Device 2746;EMEA;Desktop;Office;Office;Standard;2010
Device 2746;EMEA;Desktop;Office;Project;Standard;2010
Device 2747;EMEA;Desktop;Office;Office;Standard;2010
Device 2748;EMEA;Desktop;Office;Office;Standard;2010
Device 2749;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2750;EMEA;Desktop;Office;Office;Standard;2010
Device 2751;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2752;EMEA;Desktop;Office;Office;Standard;2010
Device 2753;EMEA;Desktop;Office;Office;Standard;2010
Device 2754;EMEA;Desktop;Office;Office;Standard;2010
Device 2755;EMEA;Desktop;Office;Office;Standard;2010
Device 2756;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2757;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2758;EMEA;Desktop;Office;Office;Standard;2010
Device 2759;EMEA;Desktop;Office;Project;Standard;2010
Device 2759;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2759;EMEA;Desktop;Office;Visio;Standard;2010
Device 2760;EMEA;Desktop;Office;Office;Standard;2010
Device 2761;EMEA;Desktop;Office;Office;Standard;2010
Device 2762;EMEA;Desktop;Office;Office;Standard;2010
Device 2763;EMEA;Desktop;Office;Office;Standard;2010
Device 2764;EMEA;Desktop;Office;Office;Standard;2010
Device 2765;EMEA;Desktop;Office;Office;Standard;2010
Device 2766;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2767;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2767;EMEA;Desktop;Office;Project;Standard;2013
Device 2768;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2768;EMEA;Desktop;Office;Project;Standard;2013
Device 2769;EMEA;Desktop;Office;Office;Standard;2010
Device 2770;EMEA;Desktop;Office;Office;Standard;2010
Device 2771;EMEA;Desktop;Office;Project;Standard;2013
Device 2771;EMEA;Desktop;Office;Office;Standard;2010
Device 2772;EMEA;Desktop;Office;Office;Standard;2010
Device 2773;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2774;EMEA;Desktop;Office;Office;Standard;2010
Device 2774;EMEA;Desktop;Office;Project;Standard;2013
Device 2775;EMEA;Desktop;Office;Office;Standard;2010
Device 2776;EMEA;Desktop;Office;Project;Professional;2013
Device 2776;EMEA;Desktop;Office;Office;Standard;2010
Device 2777;EMEA;Desktop;Office;Office;Standard;2010
Device 2778;EMEA;Desktop;Office;Office;Standard;2010
Device 2778;EMEA;Desktop;Office;Project;Standard;2013
Device 2779;EMEA;Desktop;Office;Office;Standard;2010
Device 2780;EMEA;Desktop;Office;Office;Standard;2010
Device 2781;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2782;EMEA;Desktop;Office;Office;Standard;2010
Device 2783;EMEA;Desktop;Office;Office;Standard;2010
Device 2784;EMEA;Desktop;Office;Office;Standard;2010
Device 2785;EMEA;Desktop;Office;Office;Standard;2010
Device 2785;EMEA;Desktop;Office;Project;Standard;2013
Device 2786;EMEA;Desktop;Office;Office;Standard;2010
Device 2786;EMEA;Desktop;Office;Project;Professional;2013
Device 2787;EMEA;Desktop;Office;Project;Standard;2013
Device 2787;EMEA;Desktop;Office;Office;Standard;2010
Device 2788;EMEA;Desktop;Office;Office;Standard;2010
Device 2789;EMEA;Desktop;Office;Office;Standard;2010
Device 2790;EMEA;Desktop;Office;Office;Standard;2010
Device 2791;EMEA;Desktop;Office;Office;Standard;2010
Device 2792;EMEA;Desktop;Office;Office;Standard;2010
Device 2792;EMEA;Desktop;Office;Project;Standard;2013
Device 2793;EMEA;Desktop;Office;Office;Standard;2010
Device 2794;EMEA;Desktop;Office;Office;Standard;2010
Device 2795;EMEA;Desktop;Office;Office;Standard;2010
Device 2796;EMEA;Desktop;Office;Office;Standard;2010
Device 2797;EMEA;Desktop;Office;Project;Standard;2010
Device 2797;EMEA;Desktop;Office;Office;Standard;2010
Device 2798;EMEA;Desktop;Office;Office;Standard;2010
Device 2799;EMEA;Desktop;Office;Office;Standard;2010
Device 2800;EMEA;Desktop;Office;Office;Standard;2010
Device 2801;EMEA;Desktop;Office;Office;Standard;2010
Device 2801;EMEA;Desktop;Office;Visio;Standard;2010
Device 2801;EMEA;Desktop;Office;Project;Standard;2013
Device 2802;EMEA;Desktop;Office;Office;Standard;2010
Device 2802;EMEA;Desktop;Office;Visio;Standard;2010
Device 2803;EMEA;Desktop;Office;Office;Standard;2010
Device 2804;EMEA;Desktop;Office;Project;Standard;2013
Device 2804;EMEA;Desktop;Office;Office;Standard;2010
Device 2805;EMEA;Desktop;Office;Office;Standard;2010
Device 2806;EMEA;Desktop;Office;Office;Standard;2010
Device 2807;EMEA;Desktop;Office;Project;Professional;2013
Device 2807;EMEA;Desktop;Office;Office;Standard;2010
Device 2808;EMEA;Desktop;Office;Office;Standard;2010
Device 2809;EMEA;Desktop;Office;Office;Standard;2010
Device 2810;EMEA;Desktop;Office;Office;Standard;2010
Device 2810;EMEA;Desktop;Office;Project;Standard;2013
Device 2811;EMEA;Desktop;Office;Office;Standard;2010
Device 2812;EMEA;Desktop;Office;Office;Standard;2010
Device 2813;EMEA;Desktop;Office;Office;Standard;2010
Device 2814;EMEA;Desktop;Office;Office;Standard;2010
Device 2815;EMEA;Desktop;Office;Office;Standard;2010
Device 2816;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2817;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2818;EMEA;Desktop;Office;Office;Standard;2010
Device 2819;EMEA;Desktop;Office;Office;Standard;2010
Device 2820;EMEA;Desktop;Office;Office;Standard;2010
Device 2821;EMEA;Desktop;Office;Office;Standard;2010
Device 2822;EMEA;Desktop;Office;Office;Standard;2010
Device 2823;EMEA;Desktop;Office;Office;Standard;2010
Device 2824;EMEA;Desktop;Office;Office;Standard;2010
Device 2825;EMEA;Desktop;Office;Office;Standard;2010
Device 2826;EMEA;Desktop;Office;Office;Standard;2010
Device 2827;EMEA;Desktop;Office;Office;Standard;2010
Device 2827;EMEA;Desktop;Office;Project;Standard;2013
Device 2828;EMEA;Desktop;Office;Project;Standard;2013
Device 2828;EMEA;Desktop;Office;Office;Standard;2010
Device 2829;EMEA;Desktop;Office;Project;Standard;2013
Device 2829;EMEA;Desktop;Office;Office;Standard;2010
Device 2830;EMEA;Desktop;Office;Project;Standard;2013
Device 2830;EMEA;Desktop;Office;Office;Standard;2010
Device 2831;EMEA;Desktop;Office;Office;Standard;2010
Device 2831;EMEA;Desktop;Office;Project;Standard;2013
Device 2832;EMEA;Desktop;Office;Office;Standard;2010
Device 2833;EMEA;Desktop;Office;Project;Standard;2013
Device 2833;EMEA;Desktop;Office;Office;Standard;2010
Device 2834;EMEA;Desktop;Office;Office;Standard;2010
Device 2834;EMEA;Desktop;Office;Project;Standard;2013
Device 2835;EMEA;Desktop;Office;Office;Standard;2010
Device 2836;EMEA;Desktop;Office;Visio;Standard;2010
Device 2836;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2836;EMEA;Desktop;Office;Project;Standard;2013
Device 2837;EMEA;Desktop;Office;Office;Standard;2010
Device 2838;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2838;EMEA;Desktop;Office;Project;Standard;2013
Device 2839;EMEA;Desktop;Office;Office;Standard;2010
Device 2840;EMEA;Desktop;Office;Office;Standard;2010
Device 2841;EMEA;Desktop;Office;Office;Standard;2010
Device 2841;EMEA;Desktop;Office;Visio;Standard;2010
Device 2841;EMEA;Desktop;Office;Project;Standard;2013
Device 2842;EMEA;Desktop;Office;Office;Standard;2010
Device 2843;EMEA;Desktop;Office;Office;Standard;2010
Device 2844;EMEA;Desktop;Office;Office;Standard;2010
Device 2845;EMEA;Desktop;Office;Visio;Standard;2010
Device 2845;EMEA;Desktop;Office;Office;Standard;2010
Device 2846;EMEA;Desktop;Office;Office;Standard;2010
Device 2847;EMEA;Desktop;Office;Office;Standard;2010
Device 2848;EMEA;Desktop;Office;Office;Standard;2010
Device 2849;EMEA;Desktop;Office;Office;Standard;2010
Device 2850;EMEA;Desktop;Office;Office;Standard;2010
Device 2851;EMEA;Desktop;Office;Office;Standard;2010
Device 2852;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2853;EMEA;Desktop;Office;Office;Standard;2010
Device 2854;EMEA;Desktop;Office;Office;Standard;2010
Device 2855;EMEA;Desktop;Office;Office;Standard;2010
Device 2856;EMEA;Desktop;Office;Office;Standard;2010
Device 2857;EMEA;Desktop;Office;Office;Standard;2010
Device 2858;EMEA;Desktop;Office;Office;Standard;2010
Device 2859;EMEA;Desktop;Office;Office;Standard;2010
Device 2860;EMEA;Desktop;Office;Office;Standard;2010
Device 2861;EMEA;Desktop;Office;Office;Standard;2010
Device 2862;EMEA;Desktop;Office;Office;Standard;2010
Device 2863;EMEA;Desktop;Office;Office;Standard;2010
Device 2864;EMEA;Desktop;Office;Office;Standard;2010
Device 2865;EMEA;Desktop;Office;Office;Standard;2010
Device 2866;EMEA;Desktop;Office;Office;Standard;2010
Device 2867;EMEA;Desktop;Office;Office;Standard;2010
Device 2867;EMEA;Desktop;Office;Project;Standard;2013
Device 2868;EMEA;Desktop;Office;Office;Standard;2010
Device 2869;EMEA;Desktop;Office;Office;Standard;2010
Device 2870;EMEA;Desktop;Office;Office;Standard;2010
Device 2871;EMEA;Desktop;Office;Office;Standard;2010
Device 2872;EMEA;Desktop;Office;Office;Standard;2010
Device 2873;EMEA;Desktop;Office;Office;Standard;2010
Device 2874;EMEA;Desktop;Office;Office;Standard;2010
Device 2874;EMEA;Desktop;Office;Office Language;;2010
Device 2875;EMEA;Desktop;Office;Office;Standard;2010
Device 2876;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2877;EMEA;Desktop;Office;Office;Standard;2010
Device 2878;EMEA;Desktop;Office;Office;Standard;2010
Device 2879;EMEA;Desktop;Office;Office;Standard;2010
Device 2879;EMEA;Desktop;Office;Project;Standard;2013
Device 2880;EMEA;Desktop;Office;Office;Standard;2010
Device 2881;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2882;EMEA;Desktop;Office;Office;Standard;2010
Device 2883;EMEA;Desktop;Office;Office;Standard;2010
Device 2884;EMEA;Desktop;Office;Office;Standard;2010
Device 2885;EMEA;Desktop;Office;Office;Standard;2010
Device 2886;EMEA;Desktop;Office;Office;Standard;2010
Device 2887;EMEA;Desktop;Office;Office;Standard;2010
Device 2888;EMEA;Desktop;Office;Office;Standard;2010
Device 2889;EMEA;Desktop;Office;Office;Standard;2010
Device 2890;EMEA;Desktop;Office;Office;Standard;2010
Device 2891;EMEA;Desktop;Office;Office;Standard;2010
Device 2892;EMEA;Desktop;Office;Office;Standard;2010
Device 2893;EMEA;Desktop;Office;Project;Standard;2013
Device 2893;EMEA;Desktop;Office;Office;Standard;2010
Device 2894;EMEA;Desktop;Office;Office;Standard;2010
Device 2895;EMEA;Desktop;Office;Office;Standard;2010
Device 2896;EMEA;Desktop;Office;Office;Standard;2010
Device 2897;EMEA;Desktop;Office;Office;Standard;2010
Device 2898;EMEA;Desktop;Office;Office;Standard;2010
Device 2899;EMEA;Desktop;Office;Office;Standard;2010
Device 2900;EMEA;Desktop;Office;Office;Standard;2010
Device 2901;EMEA;Desktop;Office;Office;Standard;2010
Device 2902;EMEA;Desktop;Office;Office;Standard;2010
Device 2903;EMEA;Desktop;Office;Office;Standard;2010
Device 2904;EMEA;Desktop;Office;Office;Standard;2010
Device 2905;EMEA;Desktop;Office;Office;Standard;2010
Device 2906;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2906;EMEA;Desktop;Office;Visio;Professional;2010
Device 2907;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2908;EMEA;Desktop;Office;Visio;Standard;2010
Device 2908;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2909;EMEA;Desktop;Office;Office;Standard;2010
Device 2910;EMEA;Desktop;Office;Office;Standard;2010
Device 2911;EMEA;Desktop;Office;Office;Standard;2010
Device 2912;EMEA;Desktop;Office;Office;Standard;2010
Device 2913;EMEA;Desktop;Office;Office;Standard;2010
Device 2914;EMEA;Desktop;Office;Office;Standard;2010
Device 2915;EMEA;Desktop;Office;Office;Standard;2010
Device 2916;EMEA;Desktop;Office;Office;Standard;2010
Device 2917;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2918;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2919;EMEA;Desktop;Office;Visio;Standard;2010
Device 2920;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2920;EMEA;Desktop;Office;Visio;Standard;2007
Device 2921;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2921;EMEA;Desktop;Office;Project;Professional;2010
Device 2922;EMEA;Desktop;Office;Project;Professional;2010
Device 2923;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2924;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2925;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2925;EMEA;Desktop;Office;Project;Professional;2010
Device 2926;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2927;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2928;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2929;EMEA;Desktop;Office;Visio;Standard;2010
Device 2929;EMEA;Desktop;Visual;Visual Studio;Professional;2010
Device 2929;EMEA;Desktop;Office;Project;Professional;2010
Device 2929;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2930;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2931;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 2931;EMEA;Desktop;Visual;Visual Studio;Community;2015
Device 2931;EMEA;Desktop;Visual;Visual Studio;Professional;2008
Device 2932;EMEA;Desktop;Office;Visio;Premium;2010
Device 2932;EMEA;Desktop;Office;Project;Professional;2010
Device 2933;EMEA;Desktop;Office;Office;Home and Business;2016
Device 2934;EMEA;Desktop;Office;Office;Small Business;2007
Device 2935;EMEA;Desktop;Office;Office;Small Business;2007
Device 2936;EMEA;Desktop;Office;Office;Small Business;2007
Device 2937;EMEA;Desktop;Office;Office;Small Business;2007
Device 2938;EMEA;Desktop;Office;Office;Small Business;2007
Device 2939;EMEA;Desktop;Office;Office;Small Business;2007
Device 2940;EMEA;Desktop;Office;Office;Small Business;2007
Device 2941;EMEA;Desktop;Office;Office;Home and Business;2016
Device 2942;EMEA;Desktop;Office;Office;Small Business;2007
Device 2943;EMEA;Desktop;Office;Office;Small Business;2007
Device 2944;EMEA;Desktop;Office;Office;Small Business;2007
Device 2945;EMEA;Desktop;Office;Office;Small Business;2007
Device 2946;EMEA;Desktop;Office;Office;Small Business;2007
Device 2947;EMEA;Desktop;Office;Office;Small Business;2007
Device 2948;EMEA;Desktop;Office;Office;Small Business;2007
Device 2948;EMEA;Desktop;Visual;Visual Studio;Professional;2008
Device 2949;EMEA;Desktop;Office;Office;Home and Business;2010
Device 2950;EMEA;Desktop;Office;Office;Small Business;2007
Device 2951;EMEA;Desktop;Office;Office;Small Business;2007
Device 2952;EMEA;Desktop;Office;Office;Small Business;2007
Device 2953;EMEA;Desktop;Office;Office;Small Business;2007
Device 2954;EMEA;Desktop;Office;Office;Small Business;2007
Device 2955;EMEA;Desktop;Office;Office;Small Business;2007
Device 2956;EMEA;Desktop;Office;Office;Home and Business;2010
Device 2957;EMEA;Desktop;Office;Office;Home and Business;2010
Device 2958;EMEA;Desktop;Office;Office;Home and Business;2010
Device 2959;EMEA;Desktop;Office;Office;Home and Business;2010
Device 2960;EMEA;Desktop;Office;Office;Home and Business;2010
Device 2961;EMEA;Desktop;Office;Office;Small Business;2007
Device 2962;EMEA;Desktop;Office;Office;Small Business;2007
Device 2963;EMEA;Desktop;Office;Office;Small Business;2007
Device 2964;EMEA;Desktop;Office;Office;Small Business;2007
Device 2965;EMEA;Desktop;Office;Office;Home and Business;2010
Device 2966;EMEA;Desktop;Office;Office;Home and Business;2013
Device 2967;EMEA;Desktop;Office;Office;Small Business;2007
Device 2968;EMEA;Desktop;Office;Office;Small Business;2007
Device 2969;EMEA;Desktop;Office;Office;Small Business;2007
Device 2970;EMEA;Desktop;Office;Office;Small Business;2007
Device 2971;EMEA;Desktop;Office;Office;Small Business;2007
Device 2972;EMEA;Desktop;Office;Office;Small Business;2007
Device 2973;EMEA;Desktop;Office;Office;Small Business;2007
Device 2974;EMEA;Desktop;Office;Office;Small Business;2007
Device 2975;EMEA;Desktop;Office;Office;Small Business;2007
Device 2976;EMEA;Desktop;Office;Office;Small Business;2007
Device 2977;EMEA;Desktop;Office;Office;Small Business;2007
Device 2978;EMEA;Desktop;Office;Office;Small Business;2007
Device 2979;EMEA;Desktop;Office;Office;Small Business;2007
Device 2980;EMEA;Desktop;Office;Office;Small Business;2007
Device 2981;EMEA;Desktop;Office;Office;Small Business;2007
Device 2982;EMEA;Desktop;Office;Office;Home and Business;2016
Device 2983;EMEA;Desktop;Office;Office;Small Business;2007
Device 2984;EMEA;Desktop;Office;Office;Small Business;2007
Device 2985;EMEA;Desktop;Office;Office;Small Business;2007
Device 2986;EMEA;Desktop;Office;Office;Small Business;2007
Device 2987;EMEA;Desktop;Office;Office;Small Business;2007
Device 2988;EMEA;Desktop;Office;Office;Small Business;2007
Device 2989;EMEA;Desktop;Office;Office;Small Business;2007
Device 2990;EMEA;Desktop;Office;Office;Small Business;2007
Device 2991;EMEA;Desktop;Office;Office;Small Business;2007
Device 2992;EMEA;Desktop;Office;Office;Small Business;2007
Device 2993;EMEA;Desktop;Office;Office;Small Business;2007
Device 2994;EMEA;Desktop;Office;Office;Small Business;2007
Device 2995;EMEA;Desktop;Office;Office;Home and Business;2013
Device 2996;EMEA;Desktop;Office;Office;Small Business;2007
Device 2997;EMEA;Desktop;Office;Office;Small Business;2007
Device 2998;EMEA;Desktop;Office;Office;Small Business;2007
Device 2999;EMEA;Desktop;Office;Office;Small Business;2007
Device 3000;EMEA;Desktop;Office;Office;Small Business;2007
Device 3001;EMEA;Desktop;Office;Office;Small Business;2007
Device 3002;EMEA;Desktop;Office;Office;Small Business;2007
Device 3003;EMEA;Desktop;Office;Office;Small Business;2007
Device 3004;EMEA;Desktop;Office;Office;Small Business;2007
Device 3005;EMEA;Desktop;Office;Office;Small Business;2007
Device 3006;EMEA;Desktop;Office;Office;Small Business;2007
Device 3007;EMEA;Desktop;Office;Office;Small Business;2007
Device 3008;EMEA;Desktop;Office;Office;Small Business;2007
Device 3009;EMEA;Desktop;Office;Office;Small Business;2007
Device 3010;EMEA;Desktop;Office;Office;Small Business;2007
Device 3011;EMEA;Desktop;Office;Office;Small Business;2007
Device 3012;EMEA;Desktop;Office;Office;Small Business;2007
Device 3013;EMEA;Desktop;Office;Office;Small Business;2007
Device 3014;EMEA;Desktop;Office;Office;Small Business;2007
Device 3015;EMEA;Desktop;Office;Office;Small Business;2007
Device 3016;EMEA;Desktop;Office;Office;Small Business;2007
Device 3017;EMEA;Desktop;Office;Office;Standard;2007
Device 3018;EMEA;Desktop;Office;Office;Small Business;2007
Device 3019;EMEA;Desktop;Office;Office;Home and Business;2010
Device 3020;EMEA;Desktop;Office;Office;Home and Business;2013
Device 3021;EMEA;Desktop;Office;Office;Professional;2010
Device 3022;EMEA;Desktop;Office;Office;Small Business;2007
Device 3023;EMEA;Desktop;Office;Office;Small Business;2007
Device 3024;EMEA;Desktop;Office;Office;Professional;2016
Device 3024;EMEA;Desktop;Visual;Visual Studio;Community;2015
Device 3025;EMEA;Desktop;Office;Office;Home and Business;2010
Device 3026;EMEA;Desktop;Office;Office;Small Business;2007
Device 3027;EMEA;Desktop;Office;Office;Small Business;2007
Device 3028;EMEA;Desktop;Office;Office;Small Business;2007
Device 3029;EMEA;Desktop;Office;Office;Small Business;2007
Device 3030;EMEA;Desktop;Office;Office;Small Business;2007
Device 3031;EMEA;Desktop;Office;Office;Small Business;2007
Device 3032;EMEA;Desktop;Office;Office;Small Business;2007
Device 3033;EMEA;Desktop;Office;Office;Small Business;2007
Device 3034;EMEA;Desktop;Office;Office;Small Business;2007
Device 3035;EMEA;Desktop;Office;Office;Small Business;2007
Device 3036;EMEA;Desktop;Office;Office;Small Business;2007
Device 3037;EMEA;Desktop;Office;Office;Small Business;2007
Device 3038;EMEA;Desktop;Office;Office;Small Business;2007
Device 3039;EMEA;Desktop;Office;Office;Small Business;2007
Device 3040;EMEA;Desktop;Office;Office;Small Business;2007
Device 3041;EMEA;Desktop;Office;Office;Small Business;2007
Device 3042;EMEA;Desktop;Office;Office;Small Business;2007
Device 3043;EMEA;Desktop;Office;Office;Professional;2003
Device 3043;EMEA;Desktop;Office;Office;Small Business;2007
Device 3044;EMEA;Desktop;Office;Office;Small Business;2007
Device 3045;EMEA;Desktop;Office;Office;Small Business;2007
Device 3046;EMEA;Desktop;Office;Office;Small Business;2007
Device 3047;EMEA;Desktop;Office;Office;Small Business;2007
Device 3048;EMEA;Desktop;Office;Office;Small Business;2007
Device 3049;EMEA;Desktop;Office;Office;Small Business;2007
Device 3050;EMEA;Desktop;Office;Office;Home and Business;2010
Device 3051;EMEA;Desktop;Office;Office;Small Business;2007
Device 3052;EMEA;Desktop;Office;Office;Small Business;2007
Device 3053;EMEA;Desktop;Office;Office;Home and Business;2010
Device 3054;EMEA;Desktop;Office;Office;Home and Business;2010
Device 3055;EMEA;Desktop;Office;Office;Small Business;2007
Device 3056;EMEA;Desktop;Office;Office;Small Business;2007
Device 3057;EMEA;Desktop;Office;Office;Home and Business;2010
Device 3058;EMEA;Desktop;Office;Office;Home and Business;2010
Device 3059;EMEA;Desktop;Office;Office;Home and Business;2016
Device 3060;EMEA;Desktop;Office;Office;Home and Business;2016
Device 3061;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 3061;EMEA;Desktop;Visual;Visual Studio;Professional;2005
Device 3062;EMEA;Serveur;Office;Office;Professional Plus;2013
Device 3063;EMEA;Serveur;Office;Office;Standard;2007
Device 3064;EMEA;Serveur;Visual;Visual Studio;Community;2015
Device 3065;EMEA;Serveur;Office;Office;Standard;2007
Device 3066;EMEA;Serveur;Office;Office;Standard;2007
Device 3067;EMEA;Serveur;Office;Office;Standard;2003
Device 3068;EMEA;Serveur;Office;Office;Standard;2013
Device 3069;EMEA;Serveur;Office;Office;Standard;2013
Device 3070;EMEA;Serveur;Office;Office;Standard;2010
Device 3071;EMEA;Serveur;Office;Office;Standard;2007
Device 3072;EMEA;Serveur;Office;Office;Standard;2013
Device 3072;EMEA;Serveur;Visual;Visual Studio;Community;2015
Device 3073;EMEA;Serveur;Office;Office;Standard;2013
Device 3074;EMEA;Serveur;Office;Office;Standard;2013
Device 3075;EMEA;Desktop;Office;Office;Standard;2013
Device 3076;EMEA;Serveur;Office;Office;Standard;2013
Device 3077;EMEA;Serveur;Office;Office;Standard;2013
Device 3078;EMEA;Serveur;Office;Office;Standard;2007
Device 3079;EMEA;Serveur;Office;Office;Standard;2013
Device 3080;EMEA;Desktop;Office;Office;Standard;2010
Device 3081;EMEA;Serveur;Office;Office;Standard;2016
Device 3082;EMEA;Serveur;Office;Office;Standard;2010
Device 3083;EMEA;Serveur;Office;Office;Standard;2013
Device 3084;EMEA;Serveur;Office;Visio;Premium;2010
Device 3084;EMEA;Serveur;Office;Project;Standard;2010
Device 3084;EMEA;Serveur;Office;Office;Standard;2013
Device 3085;EMEA;Serveur;Office;Office;Standard;2013
Device 3085;EMEA;Serveur;Office;Project;Standard;2010
Device 3085;EMEA;Serveur;Office;Visio;Premium;2010
Device 3086;EMEA;Desktop;Office;Office;Standard;2016
Device 3087;EMEA;Desktop;Office;Office;Standard;2016
Device 3088;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3089;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3090;EMEA;Desktop;Office;Office;Professional Plus;2007
Device 3091;EMEA;Desktop;Office;Office;Professional Plus;2007
Device 3092;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3093;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3094;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3095;EMEA;Desktop;Office;Office;Professional Plus;2010
Device 3096;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3097;EMEA;Desktop;Office;Office;Standard;2013
Device 3097;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3097;EMEA;Desktop;Office;Project;Professional;2003
Device 3098;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3098;EMEA;Desktop;Office;Project;Professional;2013
Device 3099;EMEA;Desktop;Office;Office;Professional Plus;2007
Device 3100;EMEA;Desktop;Office;Office;Professional Plus;2007
Device 3101;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3102;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3103;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3104;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3105;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3106;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3107;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3108;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3109;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3110;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3111;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3112;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3113;EMEA;Desktop;Office;Office;Professional Plus;2013
Device 3114;EMEA;Desktop;Office;Office;Professional Plus;2013
